eventID,site,habitatType,minimumElevationInMeters,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,eventDate,eventTime,startDayOfYear,eventRemarks,country,countryCode,locality,locationID,decimalLatitude,decimalLongitude,geodeticDatum,occurrenceID,basisOfRecord,occurrenceStatus,individualCount,vernacularName,scientificName,kingdom,phylum,class,order,family,taxonRank
SHSTransect_8_MiddleRight,Slope A,,,Sweep netting,1 individual sweeps 5 passes through vegetation per step along a 30m transect. ,30,metre,09/12/2024,14:54,256,"Opportunistic sampling, 3 transects at high middle and low altitude aiming to capture variable habitats",Scotland,GB-SCT,Lochranza,MiddleRight,,,WGS84,SHSTransect_8_MiddleRight_Acetropis_sp.,HumanObservation,present,2,True bug,Acetropis sp.,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,genus
SHSTransect_8_MiddleRight,Slope A,,,Sweep netting,1 individual sweeps 5 passes through vegetation per step along a 30m transect. ,30,metre,09/12/2024,14:54,256,"Opportunistic sampling, 3 transects at high middle and low altitude aiming to capture variable habitats",Scotland,GB-SCT,Lochranza,MiddleRight,,,WGS84,SHSTransect_8_MiddleRight_Hemiptera,HumanObservation,present,1,Aphid,,Animalia,Arthropoda,Insecta,Hemiptera,,order
SHSTransect_9_BottomMiddle,Slope A,,10,Sweep netting,1 individual sweeps 5 passes through vegetation per step along a 30m transect. ,30,metre,09/12/2024,14:54,256,"Opportunistic sampling, 3 transects at high middle and low altitude aiming to capture variable habitats",Scotland,GB-SCT,Lochranza,BottomMiddle,55.699294,-5.284424,WGS84,SHSTransect_9_BottomMiddle_Ixodida,HumanObservation,present,8,Tick,,Animalia,Arthropoda,Arachnida,Ixodida,,order
SHSTransect_9_BottomMiddle,Slope A,,10,Sweep netting,1 individual sweeps 5 passes through vegetation per step along a 30m transect. ,30,metre,09/12/2024,14:54,256,"Opportunistic sampling, 3 transects at high middle and low altitude aiming to capture variable habitats",Scotland,GB-SCT,Lochranza,BottomMiddle,55.699294,-5.284424,WGS84,SHSTransect_9_BottomMiddle_Metellina_sp.,HumanObservation,present,5,Spider (Metellina),Metellina sp.,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,genus
SHSTransect_9_BottomMiddle,Slope A,,10,Sweep netting,1 individual sweeps 5 passes through vegetation per step along a 30m transect. ,30,metre,09/12/2024,14:54,256,"Opportunistic sampling, 3 transects at high middle and low altitude aiming to capture variable habitats",Scotland,GB-SCT,Lochranza,BottomMiddle,55.699294,-5.284424,WGS84,SHSTransect_9_BottomMiddle_Philaenus_spumarius,HumanObservation,present,1,Froghopper,Philaenus spumarius,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,species
SHSTransect_9_BottomMiddle,Slope A,,10,Sweep netting,1 individual sweeps 5 passes through vegetation per step along a 30m transect. ,30,metre,09/12/2024,14:54,256,"Opportunistic sampling, 3 transects at high middle and low altitude aiming to capture variable habitats",Scotland,GB-SCT,Lochranza,BottomMiddle,55.699294,-5.284424,WGS84,SHSTransect_9_BottomMiddle_Culicidae,HumanObservation,present,1,Mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,family
SHSTransect_9_BottomMiddle,Slope A,,10,Sweep netting,1 individual sweeps 5 passes through vegetation per step along a 30m transect. ,30,metre,09/12/2024,14:54,256,"Opportunistic sampling, 3 transects at high middle and low altitude aiming to capture variable habitats",Scotland,GB-SCT,Lochranza,BottomMiddle,55.699294,-5.284424,WGS84,SHSTransect_9_BottomMiddle_Acetropis_sp.,HumanObservation,present,1,True bug,Acetropis sp.,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,genus
SHSTransect_9_BottomMiddle,Slope A,,10,Sweep netting,1 individual sweeps 5 passes through vegetation per step along a 30m transect. ,30,metre,09/12/2024,14:54,256,"Opportunistic sampling, 3 transects at high middle and low altitude aiming to capture variable habitats",Scotland,GB-SCT,Lochranza,BottomMiddle,55.699294,-5.284424,WGS84,SHSTransect_9_BottomMiddle_Macroglossum_stellatarum,HumanObservation,present,1,Hummingbird hawk-moth,Macroglossum stellatarum,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,species
NSTransect_1_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_1_Plecoptera,HumanObservation,present,3,Stonefly larvae,,Animalia,Arthropoda,Insecta,Plecoptera,,order
NSTransect_1_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_1_Trichoptera,HumanObservation,present,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_1_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_1_Ephemeroptera,HumanObservation,present,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_1_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_1_Coleoptera,HumanObservation,present,1,Beetle Larvae,,Animalia,Arthropoda,Insecta,Coleoptera,,order
NSTransect_1_subsample_2,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_2_Lumbriculidae,HumanObservation,present,2,Freshwater Worm,,Animalia,Annelida,Clitellata,Lumbriculidae,,order
NSTransect_1_subsample_2,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_2_Trichoptera,HumanObservation,present,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_1_subsample_2,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_2_Plecoptera,HumanObservation,present,1,Stonefly Larvae,,Animalia,Arthropoda,Insecta,Plecoptera,,order
NSTransect_1_subsample_2,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_2_Ephemeroptera,HumanObservation,present,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_1_subsample_2,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_2_Tricladida,HumanObservation,present,1,Flatworm,,Animalia,Platyhelminthes,Turbellaria,Tricladida,,order
NSTransect_1_subsample_2,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_2_Trichoptera,HumanObservation,present,1,Cased Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_1_subsample_3,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_3_Trichoptera,HumanObservation,present,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_1_subsample_4,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:05,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,admits.barrel.reveal,55.704722,-5.2675,WGS84,NSTransect_1_subsample_4_Ephemeroptera,HumanObservation,present,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_2_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_1_Trichoptera,HumanObservation,present,3,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_2_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_1_Lumbriculidae,HumanObservation,present,1,Freshwater Worm,,Animalia,Annelida,Clitellata,Lumbriculidae,,order
NSTransect_2_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_1_Plecoptera,HumanObservation,present,2,Stonefly Larvae,,Animalia,Arthropoda,Insecta,Plecoptera,,order
NSTransect_2_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_1_Trichoptera,HumanObservation,present,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_2_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_1_Ephemeroptera,HumanObservation,present,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_2_subsample_2,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_2_Hemiptera,HumanObservation,present,1,True Water Bug,,Animalia,Arthropoda,Insecta,Hemiptera,,order
NSTransect_2_subsample_2,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_2_Trichoptera,HumanObservation,present,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_2_subsample_2,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_2_Ephemeroptera,HumanObservation,present,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_2_subsample_3,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_3_,HumanObservation,present,0,,,,,,,,
NSTransect_2_subsample_4,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:20,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,nights.sailing.committed,55.704444,-5.267222,WGS84,NSTransect_2_subsample_4_Trichoptera,HumanObservation,present,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_3_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,55.705816,-5.269067,WGS84,NSTransect_3_subsample_1_Trichoptera,HumanObservation,present,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_3_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,55.705816,-5.269067,WGS84,NSTransect_3_subsample_1_Tricladida,HumanObservation,present,1,Flatworm,,Animalia,Platyhelminthes,Turbellaria,Tricladida,,order
NSTransect_3_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,55.705816,-5.269067,WGS84,NSTransect_3_subsample_1_Stylommatophora,HumanObservation,present,1,Slug,,Animalia,Mollusca,Gastropoda,Stylommatophora,,order
NSTransect_3_subsample_2,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,55.705816,-5.269067,WGS84,NSTransect_3_subsample_2_Isopoda,HumanObservation,present,1,Water Slater,,Animalia,Arthropoda,Malacostraca,Isopoda,,order
NSTransect_3_subsample_3,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,55.705816,-5.269067,WGS84,NSTransect_3_subsample_3_Plecoptera,HumanObservation,present,1,Stonefly Larvae,,Animalia,Arthropoda,Insecta,Plecoptera,,order
NSTransect_3_subsample_3,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,55.705816,-5.269067,WGS84,NSTransect_3_subsample_3_Ephemeroptera,HumanObservation,present,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_3_subsample_4,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,55.705816,-5.269067,WGS84,NSTransect_3_subsample_4_Trichoptera,HumanObservation,present,1,Caseless Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_3_subsample_4,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,55.705816,-5.269067,WGS84,NSTransect_3_subsample_4_Plecoptera,HumanObservation,present,1,Stonefly Larvae,,Animalia,Arthropoda,Insecta,Plecoptera,,order
NSTransect_3_subsample_4,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,mimics.clubbing.conspire,55.705816,-5.269067,WGS84,NSTransect_3_subsample_4_Diptera,HumanObservation,present,1,Midge Larvae,,Animalia,Arthropoda,Insecta,Diptera,,order
NSTransect_4_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,rings.strictly.fluffed,55.705301,-5.268441,WGS84,NSTransect_4_subsample_1_Plecoptera,HumanObservation,present,1,Stonefly Larvae,,Animalia,Arthropoda,Insecta,Plecoptera,,order
NSTransect_4_subsample_2,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,rings.strictly.fluffed,55.705301,-5.268441,WGS84,NSTransect_4_subsample_2_Odonata,HumanObservation,present,1,Dragonfly Larvae,,Animalia,Arthropoda,Insecta,Odonata,,order
NSTransect_4_subsample_3,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,rings.strictly.fluffed,55.705301,-5.268441,WGS84,NSTransect_4_subsample_3_Megaloptera,HumanObservation,present,1,Alderfly Larvae,,Animalia,Arthropoda,Insecta,Megaloptera,,order
NSTransect_4_subsample_3,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,rings.strictly.fluffed,55.705301,-5.268441,WGS84,NSTransect_4_subsample_3_Coleoptera,HumanObservation,present,1,Beetle Larvae,,Animalia,Arthropoda,Insecta,Coleoptera,,order
NSTransect_4_subsample_4,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:25,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,rings.strictly.fluffed,55.705301,-5.268441,WGS84,NSTransect_4_subsample_4_,HumanObservation,present,0,,,,,,,,
NSTransect_5_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_1_Ephemeroptera,HumanObservation,present,6,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_5_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_1_Ixodida,HumanObservation,present,2,Tick,,Animalia,Arthropoda,Arachnida,Ixodida,,order
NSTransect_5_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_1_Plecoptera,HumanObservation,present,1,Stonefly Larvae,,Animalia,Arthropoda,Insecta,Plecoptera,,order
NSTransect_5_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_1_Diptera,HumanObservation,present,1,Midge Larvae,,Animalia,Arthropoda,Insecta,Diptera,,order
NSTransect_5_subsample_1,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_1_Trichoptera,HumanObservation,present,1,Caseless Caddis,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_5_subsample_2,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_2_,HumanObservation,present,0,,,,,,,,
NSTransect_5_subsample_3,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_3_Trichoptera,HumanObservation,present,2,Cased Caddis,,Animalia,Arthropoda,Insecta,Trichoptera,,order
NSTransect_5_subsample_3,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_3_Ephemeroptera,HumanObservation,present,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_5_subsample_4,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_4_Diptera,HumanObservation,present,1,Midge Larvae,,Animalia,Arthropoda,Insecta,Diptera,,order
NSTransect_5_subsample_4,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_4_Ephemeroptera,HumanObservation,present,1,Mayfly Larvae,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
NSTransect_5_subsample_4,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_4_Plecoptera,HumanObservation,present,3,Stonefly Larvae,,Animalia,Arthropoda,Insecta,Plecoptera,,order
NSTransect_5_subsample_4,Slope B,Stream,120,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Opportunistic sampling,30,second,9/13/2024,10:30,257,Started as far as accessible and worked our way down stream,Scotland,GB-SCT,Lochranza,ombudsman.husband.luggage,55.704816,-5.26782,WGS84,NSTransect_5_subsample_4_Lumbriculidae,HumanObservation,present,1,Freshwater Worm,,Animalia,Arthropoda,Insecta,Lumbriculidae,,order
SSTransect_1_subsample_1,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:29,255,Started by the waterfall where the stream was no longer accessible and worked our way down,Scotland,GB-SCT,Lochranza,Joys.Basis.Premature,55.696523,-5.27007,WGS84,SSTransect_1_subsample_1_,HumanObservation,present,0,,,,,,,,
SSTransect_1_subsample_2,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:29,255,,Scotland,GB-SCT,Lochranza,Joys.Basis.Premature,55.696523,-5.27007,WGS84,SSTransect_1_subsample_2_,HumanObservation,present,0,,,,,,,,
SSTransect_1_subsample_3,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:29,255,,Scotland,GB-SCT,Lochranza,Joys.Basis.Premature,55.696523,-5.27007,WGS84,SSTransect_1_subsample_3_Ephemeroptera,HumanObservation,present,2,Mayfly,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
SSTransect_1_subsample_3,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:29,255,,Scotland,GB-SCT,Lochranza,Joys.Basis.Premature,55.696523,-5.27007,WGS84,SSTransect_1_subsample_3_Trichoptera,HumanObservation,present,1,Caddisfly,,Animalia,Arthropoda,Insecta,Trichoptera,,order
SSTransect_1_subsample_4,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:29,255,,Scotland,GB-SCT,Lochranza,Joys.Basis.Premature,55.696523,-5.27007,WGS84,SSTransect_1_subsample_4_Plecoptera,HumanObservation,present,1,Stonefly,,Animalia,Arthropoda,Insecta,Plecoptera,,order
SSTransect_2_subsample_1,Slope A,Stream,40,Kick net sampling,2 individuals kicked for 30 seconds into the kicknets twice at each sample site. Sample sites were 50m apart.,30,second,11/09/2024,15:48,255,,Scotland,GB-SCT,Lochranza,Dragonfly.Deaf.Unicorns,55.69662917,-5.270783644,WGS84,SSTransect_2_subsample_1_Ephemeroptera,HumanObservation,present,4,Mayfly,,Animalia,Arthropoda,Insecta,Ephemeroptera,,order
